Reservoir,Station,Date,Measure,TimeOfDay,Value,Unit,Season
Бахри   Точик вдхр.,,2022-06-28,попуск,утро,500.0,м³/с,вегетация
г/п Кызылкишлак,,2022-06-28,расход,сред.,464.0,м³/с,вегетация
г/п Кызылкишлак,,2022-06-28,расход,утро,464.0,м³/с,вегетация
Бахри   Точик вдхр.,,2022-06-28,объем,сред.,3360.0,млн м³,вегетация
Шардаринское вдхр.,Казгидромет,2022-06-28,приток,сред.,247.0,м³/с,вегетация
Шардаринское вдхр.,Узгидромет,2022-06-28,приток,сред.,333.0,м³/с,вегетация
Шардаринское вдхр.,,2022-06-28,попуск,сред.,523.0,м³/с,вегетация
Кызылкумский канал,,2022-06-28,расход,сред.,50.0,м³/с,вегетация
Шардаринское вдхр.,,2022-06-28,объем,сред.,3867.0,млн м³,вегетация
Чарвакское вдхр.,,2022-06-28,приток,сред.,449.0,м³/с,вегетация
река Угам,,2022-06-28,расход,сред.,20.9,м³/с,вегетация
Чарвакское вдхр.,,2022-06-28,попуск,сред.,524.0,м³/с,вегетация
сброс Газалкентской ГЭС,,2022-06-28,расход,сред.,530.0,м³/с,вегетация
Чарвакское вдхр.,,2022-06-28,объем,сред.,2004.0,млн м³,вегетация
Андижанское  вдхр.,,2022-06-28,приток,сред.,265.0,м³/с,вегетация
Андижанское  вдхр.,,2022-06-28,попуск,сред.,270.0,м³/с,вегетация
Андижанское  вдхр.,,2022-06-28,объем,сред.,1574.0,млн м³,вегетация
г/п Учтепа,,2022-06-28,расход,сред.,84.0,м³/с,вегетация
г/п Каль,,2022-06-28,расход,сред.,286.0,м³/с,вегетация
г/п Каль,,2022-06-28,расход,утро,327.0,м³/с,вегетация
Рейка 01 выше Фархад. Пл,,2022-06-28,расход,сред.,319.2,м³/с,вегетация
г/п Кокбулак,,2022-06-28,расход,сред.,231.0,м³/с,вегетация
г/п Келес,,2022-06-28,расход,сред.,16.0,м³/с,вегетация
Токтогульское вдхр.,,2022-06-29,приток,сред.,1186.0,м³/с,вегетация
Токтогульское вдхр.,,2022-06-29,попуск,сред.,405.0,м³/с,вегетация
Токтогульское вдхр.,,2022-06-29,объем,сред.,12013.0,млн м³,вегетация
Сброс с Учкурганская ГЭС,,2022-06-29,Сброс,сред.,469.0,м³/с,вегетация
Бахри   Точик вдхр. (г/п Акжар),,2022-06-29,приток,сред.,350.0,м³/с,вегетация
Бахри   Точик вдхр. (г/п Акжар),,2022-06-29,приток,утро,376.0,м³/с,вегетация
Бахри   Точик вдхр.,,2022-06-29,попуск,сред.,500.0,м³/с,вегетация
Бахри   Точик вдхр.,,2022-06-29,попуск,утро,500.0,м³/с,вегетация
г/п Кызылкишлак,,2022-06-29,расход,сред.,464.0,м³/с,вегетация
г/п Кызылкишлак,,2022-06-29,расход,утро,464.0,м³/с,вегетация
Бахри   Точик вдхр.,,2022-06-29,объем,сред.,3345.0,млн м³,вегетация
Шардаринское вдхр.,Казгидромет,2022-06-29,приток,сред.,240.0,м³/с,вегетация
Шардаринское вдхр.,Узгидромет,2022-06-29,приток,сред.,345.0,м³/с,вегетация
Шардаринское вдхр.,,2022-06-29,попуск,сред.,538.0,м³/с,вегетация
Кызылкумский канал,,2022-06-29,расход,сред.,50.0,м³/с,вегетация
Шардаринское вдхр.,,2022-06-29,объем,сред.,3846.0,млн м³,вегетация
Чарвакское вдхр.,,2022-06-29,приток,сред.,456.0,м³/с,вегетация
река Угам,,2022-06-29,расход,сред.,20.9,м³/с,вегетация
Чарвакское вдхр.,,2022-06-29,попуск,сред.,562.0,м³/с,вегетация
сброс Газалкентской ГЭС,,2022-06-29,расход,сред.,537.0,м³/с,вегетация
Чарвакское вдхр.,,2022-06-29,объем,сред.,2005.0,млн м³,вегетация
Андижанское  вдхр.,,2022-06-29,приток,сред.,273.0,м³/с,вегетация
Андижанское  вдхр.,,2022-06-29,попуск,сред.,270.0,м³/с,вегетация
Андижанское  вдхр.,,2022-06-29,объем,сред.,1574.0,млн м³,вегетация
г/п Учтепа,,2022-06-29,расход,сред.,74.0,м³/с,вегетация
г/п Каль,,2022-06-29,расход,сред.,268.0,м³/с,вегетация
г/п Каль,,2022-06-29,расход,утро,357.0,м³/с,вегетация
Рейка 01 выше Фархад. Пл,,2022-06-29,расход,сред.,319.2,м³/с,вегетация
г/п Кокбулак,,2022-06-29,расход,сред.,225.0,м³/с,вегетация
г/п Келес,,2022-06-29,расход,сред.,15.0,м³/с,вегетация
Токтогульское вдхр.,,2022-06-30,приток,сред.,1180.0,м³/с,вегетация
Токтогульское вдхр.,,2022-06-30,попуск,сред.,397.0,м³/с,вегетация
Токтогульское вдхр.,,2022-06-30,объем,сред.,12080.0,млн м³,вегетация
Сброс с Учкурганская ГЭС,,2022-06-30,Сброс,сред.,426.0,м³/с,вегетация
Бахри   Точик вдхр. (г/п Акжар),,2022-06-30,приток,сред.,340.0,м³/с,вегетация
Бахри   Точик вдхр. (г/п Акжар),,2022-06-30,приток,утро,356.0,м³/с,вегетация
Бахри   Точик вдхр.,,2022-06-30,попуск,сред.,500.0,м³/с,вегетация
Бахри   Точик вдхр.,,2022-06-30,попуск,утро,500.0,м³/с,вегетация
г/п Кызылкишлак,,2022-06-30,расход,сред.,464.0,м³/с,вегетация
г/п Кызылкишлак,,2022-06-30,расход,утро,464.0,м³/с,вегетация
Бахри   Точик вдхр.,,2022-06-30,объем,сред.,3345.0,млн м³,вегетация
Шардаринское вдхр.,Казгидромет,2022-06-30,приток,сред.,239.5,м³/с,вегетация
Шардаринское вдхр.,Узгидромет,2022-06-30,приток,сред.,347.5,м³/с,вегетация
Шардаринское вдхр.,,2022-06-30,попуск,сред.,530.0,м³/с,вегетация
Кызылкумский канал,,2022-06-30,расход,сред.,50.0,м³/с,вегетация
Шардаринское вдхр.,,2022-06-30,объем,сред.,3773.0,млн м³,вегетация
Чарвакское вдхр.,,2022-06-30,приток,сред.,443.0,м³/с,вегетация
река Угам,,2022-06-30,расход,сред.,25.9,м³/с,вегетация
Чарвакское вдхр.,,2022-06-30,попуск,сред.,509.0,м³/с,вегетация
сброс Газалкентской ГЭС,,2022-06-30,расход,сред.,531.0,м³/с,вегетация
Чарвакское вдхр.,,2022-06-30,объем,сред.,2004.0,млн м³,вегетация
Андижанское  вдхр.,,2022-06-30,приток,сред.,273.0,м³/с,вегетация
Андижанское  вдхр.,,2022-06-30,попуск,сред.,270.0,м³/с,вегетация
Андижанское  вдхр.,,2022-06-30,объем,сред.,1574.0,млн м³,вегетация
г/п Учтепа,,2022-06-30,расход,сред.,67.6,м³/с,вегетация
г/п Каль,,2022-06-30,расход,сред.,281.0,м³/с,вегетация
г/п Каль,,2022-06-30,расход,утро,396.0,м³/с,вегетация
Рейка 01 выше Фархад. Пл,,2022-06-30,расход,сред.,319.2,м³/с,вегетация
г/п Кокбулак,,2022-06-30,расход,сред.,225.0,м³/с,вегетация
г/п Келес,,2022-06-30,расход,сред.,14.5,м³/с,вегетация
Токтогульское вдхр.,,2022-07-01,приток,сред.,1142.0,м³/с,вегетация
Токтогульское вдхр.,,2022-07-01,попуск,сред.,462.0,м³/с,вегетация
Токтогульское вдхр.,,2022-07-01,объем,сред.,12148.0,млн м³,вегетация
Сброс с Учкурганская ГЭС,,2022-07-01,Сброс,сред.,444.0,м³/с,вегетация
Бахри   Точик вдхр. (г/п Акжар),,2022-07-01,приток,сред.,326.0,м³/с,вегетация
Бахри   Точик вдхр. (г/п Акжар),,2022-07-01,приток,утро,360.0,м³/с,вегетация
Бахри   Точик вдхр.,,2022-07-01,попуск,сред.,500.0,м³/с,вегетация
Бахри   Точик вдхр.,,2022-07-01,попуск,утро,500.0,м³/с,вегетация
г/п Кызылкишлак,,2022-07-01,расход,сред.,467.0,м³/с,вегетация
г/п Кызылкишлак,,2022-07-01,расход,утро,464.0,м³/с,вегетация
Бахри   Точик вдхр.,,2022-07-01,объем,сред.,3301.0,млн м³,вегетация
Шардаринское вдхр.,Казгидромет,2022-07-01,приток,сред.,234.0,м³/с,вегетация
Шардаринское вдхр.,Узгидромет,2022-07-01,приток,сред.,332.0,м³/с,вегетация
Шардаринское вдхр.,,2022-07-01,попуск,сред.,546.0,м³/с,вегетация
Кызылкумский канал,,2022-07-01,расход,сред.,90.0,м³/с,вегетация
Шардаринское вдхр.,,2022-07-01,объем,сред.,3752.0,млн м³,вегетация
Чарвакское вдхр.,,2022-07-01,приток,сред.,435.0,м³/с,вегетация
река Угам,,2022-07-01,расход,сред.,25.9,м³/с,вегетация
Чарвакское вдхр.,,2022-07-01,попуск,сред.,526.0,м³/с,вегетация
сброс Газалкентской ГЭС,,2022-07-01,расход,сред.,531.0,м³/с,вегетация
Чарвакское вдхр.,,2022-07-01,объем,сред.,2006.0,млн м³,вегетация
Андижанское  вдхр.,,2022-07-01,приток,сред.,273.0,м³/с,вегетация
Андижанское  вдхр.,,2022-07-01,попуск,сред.,270.0,м³/с,вегетация
Андижанское  вдхр.,,2022-07-01,объем,сред.,1574.0,млн м³,вегетация
г/п Учтепа,,2022-07-01,расход,сред.,63.4,м³/с,вегетация
